,artist,title,label,lyrics
2519,abc,poison_arrow,angry,"If I were to say to you
""Can you keep a secret?""
Would you know just what to do
Or where to keep it?
Then I say ""I love you,""
And the foul situation

""Hey girl, I thought we were

The right combination.""



Who broke my heart?

You did, you did

Bow to the target,

Blame Cupid, Cupid

You think you're smart

Stupid, Stupid



CHORUS:

Shoot that poison arrow to my heart

Shoot that poison arrow

Shoot that poison arrow to my heart

Shoot that poison arrow



No rhythm in cymbals

No tempo in drums

Love on arrival

She comes when she comes

Right on the target

But wide of the mark

What I thought was fire

Was only the spark



The sweetest melody is an unheard refrain

So lower your sights

Yeah but raise your aim

Raise you aim



Who broke my heart?

You did, you did

Bow to the target,

Blame Cupid, Cupid

You think you're smart

Stupid, Stupid.



CHORUS



""I thought you loved me but it seems you don't care.""

""I care enough to know I can never love you.""



Who broke my heart?

You did, you did

Bow to the target

Blame Cupid

You think you're smart

That's stupid

Right from the start

When you knew we would part



CHORUS



Shoot that poison arrow"
2520,The Beatles,Here Comes The Sun,relaxed,"103 ContributorsTranslationsEspañolPortuguêsDeutschHere Comes the Sun Lyrics[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""

[Verse 1]
Little darling
It's been a long, cold, lonely winter
Little darling
It feels like years since it's been here

[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""

[Verse 2]
Little darling
The smile's returning to the faces
Little darling
It seems like years since it's been here

[Chorus]
Here comes the sun
Here comes the sun
And I say, ""It's alright""
You might also like[Bridge]
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes

[Verse 3]
Little darling
I feel that ice is slowly melting
Little darling
It seems like years since it's been clear

[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
It's alright
It's alright60Embed
[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""

[Verse 1]
Little darling
It's been a long, cold, lonely winter
Little darling
It feels like years since it's been here

[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""

[Verse 2]
Little darling
The smile's returning to the faces
Little darling
It seems like years since it's been here

[Chorus]
Here comes the sun
Here comes the sun
And I say, ""It's alright""

[Bridge]
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes

[Verse 3]
Little darling
I feel that ice is slowly melting
Little darling
It seems like years since it's been clear

[Chorus]
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
And I say, ""It's alright""
Here comes the sun (Doo-d-doo-doo)
Here comes the sun
It's alright
It's alright"
2521,Juelz Santana,There It Go (The Whistle Song),relaxed,"San-tana (aye)
It's dipset Bitch
There it go
Baby don't stop now

There it go

Baby don't stop now



[Chorus:]



[Whistling]

There it go

Damn shorty look good and i'm thinkin bout gettin at her (okay)

Time to whistle at her

Aye girl you make my whistle blow



There it go

Bring it here baby

There it go

Bring it here baby



[Verse 1:]



Top down and im at it again

It's hot now and i'm at it to win

(you heard me)

Who want it with me

Nobody wanna it with me

Oh im so fly

Oh Mami come n get me

Sit it down

Back up

Bring it on back up

Move it till you feel something hard on your back (Ugh)



[Verse 2:]



There it go

If u want it come and get it

I aint kiddin im wit it

Here it go (go)

So Girl LET ME SEE YOU GET LOW

There it go

Yea jus like that

Move your thang like a boomarang

And come right back

There it go

I dont need to ask i proceed to grab

A chiks up my G'd up swagger



[Chorus:]



There it go

[whistling]

There it Go

Damn shorty look good and i'm thinkin bout gettin at her (okay)

Time to whistle at her

Aye girl you make my whistle blow



There it go

Bring it here baby (c'mon)

There it go

Bring it here baby (c'mon)



Aye girl let me see you get low

There it go

Set it down baby

There it go

Set it down baby



There it go its dipset (ohh)

There it go Aye Aye Aye

There it go its dipset (ohh)

There it go Aye Aye Aye



[Verse 3:]



I got to get it

I'm so hot terrific

So not fair to the other guyz to sin it

I know not unlimit

Theres no skys a limit

Till then

Imma do imma do imma do ma thang

So baby keep moving moving n moving your thang

And that'll keep you n you n you in the ring (or maybe not)



Aye girl you make me want to know

You do it like a pro lil lady

If so bring it here let it show lil lady

There it go

Lets go lil lady to the crib, to the tele

You kno lil lady



Run

Yes girl

Uhm yes you can have a

Confess girl to the sunset girl (girl)

But first i gotta Undress girl

So take off dem clothes and UNdress Girl



[Chorus:]



There it go

[whistling]

There it Go

Damn shorty look good and i'm thinkin bout gettin at her (okay)

Time to whistle at her

Aye girl you make my whistle blow



There it go

Bring it here baby (c'mon)

There it go

Bring it here baby (c'mon)



Aye girl let me see you get low

There it go

Set it down baby

There it go

Set it down baby



[Beat drops]

[Whistle continues]"
2522,Public Image Ltd,This Is Not A Love Song,happy,"This is not a love song
This is not a love song
This is not a love song
This is not a love song
This is not a love song

This is not a love song

This is not a love song



Happy to have, not to have not

Big business is very wise

I'm crossing over into

E-enter-prize



Love song

Love song

Love song

Love song



I'm going over to the other side

I'm happy to have not to have not

Big business is very wise

I'm inside free enterprise



I'm adaptable

I'm adaptable



I'm adaptable and I like my new role

I'm getting better and better

And I have a new goal

I'm changing my ways where money applies



This is not a love song

This is not a love song

This is not a love song

This is not a love song

This is not a love song



Now are you ready to grab the candle

That tunnel vision - not television

Behind the curtain - out of the cupboard

You take the first train - into the big world

Now will I find you - now will you be there



Not a love song (echo)

Not a love song

Not a love song ..."
2523,Robben Ford,Something For The Pain,angry,"1 ContributorSomething For The Pain LyricsTime to search my soul
Now that I'm alone
And I need you

Lessons from the past
Say nothin' ever lasts
But I need you

This I know for sure
They'll never be a cure
So, give me somethin' for the pain
So, give me somethin' for the pain

Taking my world apart
It's written in my heart
That I need you

You'd been runnin' through my veins
Before I knew your name
And I need you

One thing I know for sure
They'll never be a cure
After findin' her love so pure
So, give me somethin' for the pain, yeah
Give me somethin' for the pain
You might also likeOne day I'll be a different me
And fly out an open door
Then I will be that day set free
And dream of you no more
Dream of you no more

One thing I know for sure
They'll never be a cure
After findin' her love so pure
So, give me somethin' for the pain
Give me somethin' for the pain
Give me somethin' for the pain
Give me somethin' for the painEmbed
Time to search my soul
Now that I'm alone
And I need you

Lessons from the past
Say nothin' ever lasts
But I need you

This I know for sure
They'll never be a cure
So, give me somethin' for the pain
So, give me somethin' for the pain

Taking my world apart
It's written in my heart
That I need you

You'd been runnin' through my veins
Before I knew your name
And I need you

One thing I know for sure
They'll never be a cure
After findin' her love so pure
So, give me somethin' for the pain, yeah
Give me somethin' for the pain

One day I'll be a different me
And fly out an open door
Then I will be that day set free
And dream of you no more
Dream of you no more

One thing I know for sure
They'll never be a cure
After findin' her love so pure
So, give me somethin' for the pain
Give me somethin' for the pain
Give me somethin' for the pain
Give me somethin' for the pain"
2524,Motley Crue,Afraid,angry,"do you, do you wanna bleed?
do you, do you wanna live in vain? 
it's only life
she's so afraid to kiss
and so afraid to laugh
is she runnin' from her past?

it's only life

she's so afraid of love

is so afraid of hate

what's she runnin' from now??



do you, do you wanna scream?

do you, do you wanna face the strange?

do you, do you believe?

are you, are you afraid of change?



it's only life

she's so afraid of this

and so afraid to ask

she hides behind her mask

nothing's ever right

she's so afraid of pain 

so afraid of blame

it's driving her insane 

so insecure

there is no cure



well she's so afraid

she's so afraid of death

she's so afraid, afraid of life

the drama in her head

getting louder all the time

getting louder all the time

she's so afraid, afraid to lose

been so afraid of fame

everyday she feels the same

it's driven her insane...

it's driven her...

it's drive...

it's...



another broken pretty thing"
2525,Nirvana,Polly,sad,"Polly wants a cracker 
Think I should get off of her first 
I think she wants some water 
To put out the blow torch 
It isn't me 

We have some seed 

Let me clip 

Your dirty wings 

Let me take a ride 

Don't hurt yourself 

I want some help 

To help myself 

I've got some rope 

You have been told 

I promise you 

I have been true 

Let me take a ride 

Don't hurt yourself 

I want some help 

To help myself 



Polly wants a cracker 

Maybe she would like more food 

She asks me to untie her 

A chase would be nice for a few 



Polly says her back hurts 

And she's just as bored as me 

She caught me off my guard 

It amazes me, the will of instinct"
2526,The Beatles,Two Of Us,relaxed,"I Dig a Pygmy by Charles Hawtrey and the Deaf Aids
Phase one, in which Doris gets her oats
Two of us riding nowhere
Spending someone's
Hard earned pay

You and me Sunday driving

Not arriving

On our way back home

We're on our way home

We're on our way home

We're going home



Two of us sending postcards

Writing letters

On my wall

You and me burning matches

Lifting latches

On our way back home

We're on our way home

We're on our way home

We're going home



You and I have memories

Longer than the road that stretches out ahead



Two of us wearing raincoats

Standing solo

In the sun

You and me chasing paper

Getting nowhere

On our way back home

We're on our way home

We're on our way home

We're going home



You and I have memories

Longer than the road that stretches out ahead



Two of us wearing raincoats

Standing solo

In the sun

You and me chasing paper

Getting nowhere

On our way back home

We're on our way home

We're on our way home

We're going home



We're going home

Better believe it

Goodbye"
2527,Ziggy Marley And The Melody Makers,New Love,happy,"ERROR
AttributeError(""'NoneType' object has no attribute 'name'"")"
2528,Berlin,Now It's My Turn (Aqualite Mix),angry,"You broke into my life
and stole my heart
without a single clue
you fell apart
well, now you're back again
and say you've changed

well, i've got news for you

you're guilty just the same



now it's my turn

now it's my turn

you hurt me then

i'll never let you hurt me again



sweet surrender found me

on my knees

my eyes were full of love

i could not see

you left the scene of the crime

hit and run

don't think you'll get away

the pain has just begun



now it's my turn

now it's my turn

you hurt me then

i'll never let you hurt me again

now it's my turn

oh, you'll never learn

just like me you'll be

a casualty of your love



you have the right

to remain silent

anything you say can

and will be used against you

in a court of love



now it's my turn

now it's my turn

you hurt me then

i'll never let you hurt me again

now it's my turn

oh, you'll never learn

just like me you'll be

a casualty of your love"
2529,George Jones,I Don't Love You Anymore,happy,"don't love you anymore like the way I did before
And since you've found someone new I think it's best
I don't try and walk the floor I don't love you anymore
Trouble is I don't love you any less
I don't love you anymore for I've got no more love to give
You drained my heart of all its love with every sweet caress

I keep saying o'er and o'er I don't love you anymore

Trouble is I don't love you any less

I held you close to me one time I kissed your lips and called you mine

But another came and thrilled you more I guess

I cried as you walked out the door I don't love you anymore

Trouble is I don't love you any less

I don't love you anymore...

Trouble is I don't love you any less"
2530,Rundgren  Todd,Can We Still Be Friends?,sad,"7 ContributorsCan We Still Be Friends Lyrics[Verse 1]
We can't play this game anymore
But can we still be friends?
Things just can't go on like before
But can we still be friends?

[Chorus 1]
We had something to learn
Now it's time for the wheel to turn
Grains of sand, one by one
Before you know it, all gone

[Verse 2]
Let's admit we made a mistake
But can we still be friends?
Heartbreak's never easy to take
But can we still be friends?

[Chorus 2]
It's a strange, sad affair
Sometimes seems like we just don't care
Don't waste time feeling hurt
We've been through hell together

[Bridge]
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)
You might also like[Verse 3]
(La la lala la la lala la
Can we still be friends?)
Can we still get together sometime
(La la lala la la lala la
Can we still be friends?)
You know life will still go on and on and on

[Chorus 3 - Outro]
We awoke from our dream
Things are not always what they seem
Memories linger on
It's like a sweet, sad old song

(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)

(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)2Embed
[Verse 1]
We can't play this game anymore
But can we still be friends?
Things just can't go on like before
But can we still be friends?

[Chorus 1]
We had something to learn
Now it's time for the wheel to turn
Grains of sand, one by one
Before you know it, all gone

[Verse 2]
Let's admit we made a mistake
But can we still be friends?
Heartbreak's never easy to take
But can we still be friends?

[Chorus 2]
It's a strange, sad affair
Sometimes seems like we just don't care
Don't waste time feeling hurt
We've been through hell together

[Bridge]
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)

[Verse 3]
(La la lala la la lala la
Can we still be friends?)
Can we still get together sometime
(La la lala la la lala la
Can we still be friends?)
You know life will still go on and on and on

[Chorus 3 - Outro]
We awoke from our dream
Things are not always what they seem
Memories linger on
It's like a sweet, sad old song

(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la)

(La la la - la la la - la la la)
(La la la - la la la - la la la)
(La la la - la la la - la la la)"
2531,Aaron Watson,Whiskey on the Fire,angry,"he'll start drinkin, and he'll start thinkin about her
again, again and again
he musta brought the jukebox cause those old sad songs they just won't
end, they just won't end
his old broken heart, it still burns with desire

cause you cant put out an old flame

by pouring whiskey on the fire



chorus:

and tonight he'll make a toast to her memory

and then he'll take another shot of a 100 proof of misery

and his old broken heart still burns with desire

cause you cant put out an old flame

by pouring whiskey on the fire



his tears fall like rain but his pain just wont die down

cause theres another blaze thats brewin

as he buys another round



repeat chorus



he'll start drinkin, and he'll start thinkin about her

again"
2532,Isley Brothers,Fight the Power  Pt. 1,angry,"8 ContributorsFight the Power, Pts. 1 & 2 Lyrics[Intro]
Ha, ooh
Hey, ha
Huh
Uh
Ha

[Verse 1]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
Got so many voices
Saying all the same, yeah
Killing up all around me
Faces full of pain

[Refrain]
I tried to play my music, they say my music's too loud
I tried talking about it, I got the big runaround
And when I rolled with the punches, I got knocked on the ground
By all this bullshit going down, hey

[Verse 2]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
I don't understand it
People wanna say, yeah
Those that got the answers
Red tape in the way
I could tend to it easy
That's just half the fun now, now
Seekin' my satisfaction
Keeps me on the run
You might also like[Refrain]
I tried to play my music, say my music's too loud
I tried talking about it, I got the big runaround
And when I rolled with the punches, I got knocked on the ground
By all this bullshit going down, ooh

[Verse 3]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
Fight it, baby, yeah, woo, hey
Even you and I can fight the power, come on

[Bridge]
Fight it, fight the power, ha
Fight it, fight the, baby, baby, baby, baby
Fight it (Come on), fight the power
Fight it (Fight it), fight the power (Come on)
Fight it (Fight), fight the power
(Fight it) Stand up and fight it, fight the power (Come on)
(Stand up, stand up) Fight it, fight the power (Fight, fight, fight)
Fight it (Fight it), fight the power (Come on, come on)
(I believe, I believe) Fight it, fight the power (Fight the power)
Fight it (Fight it), baby, baby, baby, baby, yeah
Fight it, fight the power (Fight the power)
Fight it (Yeah), fight the power (Fight the power)
(Even you and I can) Fight it (Come on), fight the power (Fight the power)
(Stand up, stand up) Fight it, fight the power (Fight, fight, fight)
Fight it (Fight it), fight the power (Come on, yeah, yeah)
Fight it (Fight it), fight the power
Fight it (Come on), yeah, and fight the power
Come on, fight it (Got to), fight the power
We gotta fight it (Fight), fight the power (Come on, come on)
We gotta fight it (Fight it), fight it, yeah, yeah, yeah
Fight it, woo, I know
That we gonna fight it (Can you, can you?), fight the power
We gonna fight it, gon' fight the power (We wanna know)
Can you fight it? (Fight it) Fight it
Can you fight the power? (One more now)
Fight it (Yeah), fight the power (Fight it, fight it, fight it)
Fight it (Yeah, yeah)
Fight it, gonna fight the power, ha
Fight it, gonna fight the power
Even you and I can  (Fight it), gonna fight the power
(Stand up) Fight it, gonna fight the power
Fight it (Yeah), fight the power
Fight it, fight the power
Fight it (Fight it), fight the power (I fight it)
Fight it (Stand up, stand up), fight the power
(Stand up) Fight it, fight the power (Fight the power)
[Outro]
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it3Embed
[Intro]
Ha, ooh
Hey, ha
Huh
Uh
Ha

[Verse 1]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
Got so many voices
Saying all the same, yeah
Killing up all around me
Faces full of pain

[Refrain]
I tried to play my music, they say my music's too loud
I tried talking about it, I got the big runaround
And when I rolled with the punches, I got knocked on the ground
By all this bullshit going down, hey

[Verse 2]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
I don't understand it
People wanna say, yeah
Those that got the answers
Red tape in the way
I could tend to it easy
That's just half the fun now, now
Seekin' my satisfaction
Keeps me on the run

[Refrain]
I tried to play my music, say my music's too loud
I tried talking about it, I got the big runaround
And when I rolled with the punches, I got knocked on the ground
By all this bullshit going down, ooh

[Verse 3]
Time is truly wastin'
There's no guarantee, yeah
Smile is in the makin'
We got to fight the powers that be
Fight it, baby, yeah, woo, hey
Even you and I can fight the power, come on

[Bridge]
Fight it, fight the power, ha
Fight it, fight the, baby, baby, baby, baby
Fight it (Come on), fight the power
Fight it (Fight it), fight the power (Come on)
Fight it (Fight), fight the power
(Fight it) Stand up and fight it, fight the power (Come on)
(Stand up, stand up) Fight it, fight the power (Fight, fight, fight)
Fight it (Fight it), fight the power (Come on, come on)
(I believe, I believe) Fight it, fight the power (Fight the power)
Fight it (Fight it), baby, baby, baby, baby, yeah
Fight it, fight the power (Fight the power)
Fight it (Yeah), fight the power (Fight the power)
(Even you and I can) Fight it (Come on), fight the power (Fight the power)
(Stand up, stand up) Fight it, fight the power (Fight, fight, fight)
Fight it (Fight it), fight the power (Come on, yeah, yeah)
Fight it (Fight it), fight the power
Fight it (Come on), yeah, and fight the power
Come on, fight it (Got to), fight the power
We gotta fight it (Fight), fight the power (Come on, come on)
We gotta fight it (Fight it), fight it, yeah, yeah, yeah
Fight it, woo, I know
That we gonna fight it (Can you, can you?), fight the power
We gonna fight it, gon' fight the power (We wanna know)
Can you fight it? (Fight it) Fight it
Can you fight the power? (One more now)
Fight it (Yeah), fight the power (Fight it, fight it, fight it)
Fight it (Yeah, yeah)
Fight it, gonna fight the power, ha
Fight it, gonna fight the power
Even you and I can  (Fight it), gonna fight the power
(Stand up) Fight it, gonna fight the power
Fight it (Yeah), fight the power
Fight it, fight the power
Fight it (Fight it), fight the power (I fight it)
Fight it (Stand up, stand up), fight the power
(Stand up) Fight it, fight the power (Fight the power)

[Outro]
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it
Fight it"
2533,robert_johnson,sweet_home_chicago,relaxed,"Oh baby don't you want to go
Oh baby don't you want to go
Back to the land of california
to my sweet home chicago
Oh baby don't you want to go

Oh baby don't you want to go

Back to the land of california

to my sweet home chicago



Now one and one is two

two and two is four

I'm heavy loaded baby

I'm booked I gotta go



Cryin baby

honey don't you want to go

back to the land of california

to my sweet home chicago



Now two and two is four

four and two is six

You gonna keep monkeyin round here friend-boy

you gonna get your business all in a trick



But I'm cryin baby

honey don't you wanna go

Back to the land of California

to my sweet home chicago



Now six and two is eight

eight and two is ten

Friend-boy she trick you one time

she sure gonna do it again



But I'm cryin hey hey

baby don't you want to go

back to the land of california

to my sweet home chicago



I'm goin to california

from there to Des Moines Iowa

Somebody will tell me that you

need my help someday



cryin hey hey

baby don't you want to go

back to the land of california

to my sweet home chicago"
2534,Donnie McClurkin,Psalm 27,happy,"Chorus:
One thing that I desire from the Lord
That one thing will I seek for
That I may dwell within His house
And inquire in His temple
And behold the beauty of the Lord



Beautiful Savior, yeah/Beautiful Savior, yeah



I'm not worried and I'm not dismayed

I never will run away

I won't fear the enemy

When they come at me they're gonna fall

For Your power will conquer all

There's just one place I wanna be



That place is....



Repeat Chorus:

One thing that I desire from the Lord

That one thing will I seek for

That I may dwell within His house

And inquire in His temple

And behold the beauty of the Lord



Fairest Lord Jesus

Ruler of all nature

Thou of God and Thou of man (and so beautiful)

Thee will I cherish

Thee will I honor Lord

Your my soul's glory, joy and crown

Beautiful Savior

Beautiful Savior

God of all creation

How I love and adore You

For Your beautiful beyond all description



Beautiful Savior, yeah (x3)

Wonderful Jesus"
2535,Dimmu Borgir,The Fundamental Alienation,angry,"My eyes got blinded 
And conned by the light 
Like a fugitive on the run 
I sought perseverance in the night 
Deceptive icons were finally 

Taken out of my sight 

As the contender to origin 

I will forever unveil His might 



They say I am the cancer 

On the back of the Inquisition 

I may well be the cancer 

On the heart of the Inquisition 



They say I am the cancer 

On the back of the Inquisition 

I am the cancer 

On the heart of the Inquisition 



Through my years of sacrifice 

Evolution came with lessons learned 

Respect and fear 

Is what I earned 

So underestimate not your vision 

Or you will be taught 

Calculate your intuition 

And you will teach 



You have all been conned 

And I always take the blame 

For you do not understand 

You are all the same"
2536,Rihanna,Good Girl Gone Bad,relaxed,"We stay, moving around, so low
Ask us where you went, we don't know
And don't care (don't care)
All we know is we was at home cause you left us there
You got your bus and got gone
And left us all alone

Now she in the club with a freaky dress on

cats don't want her to keep that dress on

Tryin to get enough drinks in her system

Take it to the tele and make her a victim



Controlling the brain, ball play you in the face

They shake the spot, she's just another case



Easy for a good girl to gone bad

And once we've gone (gone)

There's belief we've gone forever

Don't be the reason

Don't be the reason

You better learn how to treat us right

Cause onces a good girl goes bad

We die forever



He's staying with a flock of them oh, yeah

Got a girl at home but he don't care

Won't care (won't care)

All he'll do is keep me at home, won't let me go no-where

He thinks because I'm at home I won't be gettin it on

And now I'm finding numbers in the jacket pockets

Chicks calling the house, no stop its

Getting out of control

finally I can't take no more

Because I met her on the stairs, saying this is the end

I packed my bag and left with your best friend



Easy for a good girl to gone bad

And once we've gone (gone)

There's belief we've gone forever

Don't be the reason

Don't be the reason

You better learn how to treat us right

Cause onces a good girl goes bad

We die forever



We stay, moving around, so low

Ask us where you went, we don't know

And don't care (don't care)

All we know is we was at home cause you left us there

You got your bus and got gone

And left us all alone



Easy for a good girl to gone bad

And once we've gone (gone)

There's belief we've gone forever

Don't be the reason

Don't be the reason

You better learn how to treat us right

Cause onces a good girl goes bad

We die forever



We've gone forever

We've gone forever"
2537,Lewis  Jerry Lee,Another Place  Another Time,sad,"3 ContributorsAnother Place, Another Time LyricsOne by one they're turning out the lights
I've been feedin' that ol' jukebox just to hold you tight
I guess its for the best I just put in my last dime
I heard you whisper ""We'll meet again, another place, another time""

Chairs are stacked all over tables its closing time they say
I could wait right here forever if they'd only let me stay
Anywhere would be much better than lonely room of mine
Through a lonely night a waitin' for another place, another time

Won't that room of mine be a lonely place to be
I've been so used to holding you close to me
Won't that old stairway be hard to climb
To a lonely room waiting for another place, another time

Won't that old stairway be hard to climb
To a lonely room to wait for another place, another timeYou might also likeEmbed
One by one they're turning out the lights
I've been feedin' that ol' jukebox just to hold you tight
I guess its for the best I just put in my last dime
I heard you whisper ""We'll meet again, another place, another time""

Chairs are stacked all over tables its closing time they say
I could wait right here forever if they'd only let me stay
Anywhere would be much better than lonely room of mine
Through a lonely night a waitin' for another place, another time

Won't that room of mine be a lonely place to be
I've been so used to holding you close to me
Won't that old stairway be hard to climb
To a lonely room waiting for another place, another time

Won't that old stairway be hard to climb
To a lonely room to wait for another place, another time"
2538,Akon,Don't Matter,angry,"Konvict Konvict
Oh
Ohoohwooe
Oooh
Ooohhwooe

Nobody wanna see us together

But it don't matter no

'Cause I got you babe

Nobody wanna see us together

But it don't matter no

'Cause I got you babe

'Cause we gonna fight

Oh yes we gonna fight

Believe we gonna fight

We gonna fight

Fight for our right to love yeah

Nobody wanna see us together

But it don't matter no

'Cause I got you



Nobody wanna see us together

Nobody thought we'd last forever

I feel 'em hopin' and prayin'

Things between us gonna get better

Men steady comin' after you

Women steady comin' after me

Seem like everybody wanna go for self

And don't wanna respect boundaries

Tellin' you all those lies

Just to get on your side

But I must admit there was a couple secrets

I held inside

But just know that I tried

To always apologize

And I'ma have you first always in my heart

To keep you satisfied



Got every right to wanna leave

Got every right to wanna go

Got every right to hit the road

And never talk to me no more

You don't even have to call

Even check for me at all

Because the way I been actin' lately

Has been off the wall

Especially toward you

Puttin' girls before you

And they watchin' everything I been doin'

Just to hurt you

Most of it just ain't you

Ain't true

And they won't show you

How much of a queen you are to me

And why I love you baby



Oh oh oh oh oh

'Cause I got you

'Cause I got you

Oh

'Cause I got you babe

'Cause I got you



Nobody wanna see us together

But it don't matter no

'Cause I got you babe

Nobody wanna see us together

But it don't matter no

'Cause I got you babe

'Cause we gonna fight

Oh yes we gonna fight

Believe we gonna fight

We gonna fight

Fight for our right to love yeah

Nobody wanna see us together

But it don't matter no

'Cause I got you



Nobody wanna see us together

But it don't matter no

'Cause I got you babe

Nobody wanna see us together

But it don't matter no

'Cause I got you babe

'Cause we gonna fight

Oh yes we gonna fight

Believe we gonna fight

We gonna fight

Fight for our right to love yeah

Nobody wanna see us together

But it don't matter no

'Cause I got you"
2539,DeGarmo & Key,Destined To Win,happy,"3 ContributorsDestined to Win LyricsThis songs to all the people
With light in their hearts
And love in their eyes
You don't have to worry
When the mountains seem of infinite size

There is one who goes before you to calm the sea
There's a king who leads his people to victory

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
We are Destined to Win

We all get discouraged
When the pressures of life start weighing us down
We've learned that in his footsteps
Crosses in life must preceed the crowns

There is one who goes before you
To calm the sea
There's a king who leads his people to victory

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
We are Destined to Win
You might also likeWe've got to remember
It's our destiny to win the end
With Christ on our side
We are Destined to Win

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
Destined to Win

We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over

We are Destined
We are Destined
We are Destined to WinEmbed
This songs to all the people
With light in their hearts
And love in their eyes
You don't have to worry
When the mountains seem of infinite size

There is one who goes before you to calm the sea
There's a king who leads his people to victory

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
We are Destined to Win

We all get discouraged
When the pressures of life start weighing us down
We've learned that in his footsteps
Crosses in life must preceed the crowns

There is one who goes before you
To calm the sea
There's a king who leads his people to victory

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
We are Destined to Win

We've got to remember
It's our destiny to win the end
With Christ on our side
We are Destined to Win

We are Destined to Win
We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over
Destined to Win

We're surrounded by his Love
And guarded by his power
Destined to Win
Following the Lord until the battles over

We are Destined
We are Destined
We are Destined to Win"
